,NAME,ADDRESS,City,State Code,Zip Code,County,Rural Versus Urban,FTE - Employees on Payroll,Total Days (V + XVIII + XIX + Unknown),Number of Beds,Total Bed Days Available,Total Discharges (V + XVIII + XIX + Unknown),Total Days (V + XVIII + XIX + Unknown) + Total for all Subproviders,Number of Beds + Total for all Subproviders,Total Bed Days Available + Total for all Subproviders,Total Discharges (V + XVIII + XIX + Unknown) + Total for all Subproviders,Hospital Total Days (V + XVIII + XIX + Unknown) For Adults &amp; Peds,Hospital Number of Beds For Adults &amp; Peds,Hospital Total Bed Days Available For Adults &amp; Peds,Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults &amp; Peds,Cost of Charity Care,Total Bad Debt Expense,Cost of Uncompensated Care,Total Unreimbursed and Uncompensated Care,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Depreciation Cost,Total Costs,Inpatient Total Charges,Outpatient Total Charges,Combined Outpatient + Inpatient Total Charges,Wage-Related Costs (Core),Wage-Related Costs (RHC/FQHC),Total Salaries (adjusted),Contract Labor,Wage Related Costs for Part - A Teaching Physicians,Wage Related Costs for Interns and Residents,Cash on Hand and in Banks,Temporary Investments,Notes Receivable,Accounts Receivable,Less: Allowances for Uncollectible Notes and Accounts Receivable,Inventory,Prepaid Expenses,Other Current Assets,Total Current Assets,Total Fixed Assets,Investments,Other Assets,Total Other Assets,Total Assets,Accounts Payable,"Salaries, Wages, and Fees Payable",Payroll Taxes Payable,Notes and Loans Payable (Short Term),Deferred Income,Other Current Liabilities,Total Current Liabilities,Mortgage Payable,Notes Payable,Unsecured Loans,Other Long Term Liabilities,Total Long Term Liabilities,Total Liabilities,General Fund Balance,Total Fund Balances,Total Liabilities and Fund Balances,Managed Care Simulated Payments,Total IME Payment,Inpatient Revenue,Outpatient Revenue,Gross Revenue,Net Patient Revenue,Less Total Operating Expense,Net Income from Service to Patients,Total Other Income,Total Income,Total Other Expenses,Net Income,Cost To Charge Ratio,Net Revenue from Medicaid,Medicaid Charges
4830,CRETE AREA MEDICAL CENTER,2910 BETTEN DRIVE,CRETE,NE,68333-,SALINE,R,122.32,673,24,"8,760",194,"28,219",24,"8,760",194,411.0,24.0,8760.0,194.0,414120.0,1398385.0,1682685.0,1882638.0,10343337.0,13196676.0,1033538.0,21887545.0,2134006.0,31899343.0,34033349.0,0,0,0,0,0,0,4557012.0,0,0,3119416.0,0,167087.0,52828.0,0,7896343.0,0.0,14480546.0,0,14480546.0,30332337.0,287877.0,1373632.0,0,0,0,293751.0,1955260.0,0,0,0,0,0,1955260.0,28377077.0,28377077.0,30332337.0,0,0,2129406.0,32448283.0,34577689.0,22510948.0,23540013.0,-1029065.0,4003893.0,2974828.0,0,2974828.0,0.64,2094885.0,3568284.0
4831,JERSEY SHORE UNIVERSITY MED CTR,1945 ROUTE 33,NEPTUNE,NJ,07753,MONMOUTH,U,"3,811.28","142,249",566,"206,590","28,269","150,361",596,"217,540","29,572",110752.0,466.0,170090.0,28269.0,12272932.0,40404465.0,20079464.0,42387843.0,307248558.0,564937426.0,34074929.0,703659978.0,2494535526.0,1310945235.0,3805480761.0,113901705.0,0,307248558.0,18565877.0,216680.0,4084114.0,12422.0,0,0,131575932.0,-20826930.0,21855433.0,1274236.0,2355184.0,341933114.0,0.0,686881.0,27735097.0,28421978.0,923724114.0,45028980.0,0,0,0,0,1057860.0,60204228.0,0,0,0,8729253.0,8729253.0,68933481.0,854790633.0,854790633.0,923724114.0,43666378.0,12223071.0,2494686388.0,1310794235.0,3805480623.0,903031741.0,872185984.0,30845757.0,60978192.0,91823949.0,0,91823949.0,0.18,76949473.0,574343872.0
4832,ST. JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NASSAU,U,679.02,"29,543",203,"74,095","6,144","29,543",203,"74,095","6,144",24306.0,175.0,63875.0,6144.0,1065331.0,5932524.0,4236079.0,9948847.0,57395589.0,77172025.0,5761356.0,125006100.0,339799019.0,289710717.0,629509736.0,19199258.0,0,57395589.0,1156689.0,0,0,5041000.0,0,0,13183000.0,-937000.0,2619000.0,2207000.0,918000.0,23074000.0,0.0,0,17253000.0,17253000.0,75207000.0,8819000.0,5165000.0,0,10529000.0,0,8997000.0,33510000.0,0,0,0,35231000.0,35231000.0,68741000.0,6111000.0,6466000.0,75207000.0,12149031.0,75759.0,339798412.0,289711324.0,629509736.0,122448083.0,134567614.0,-12119531.0,2238828.0,-9880703.0,108297.0,-9989000.0,0.2,7306457.0,71834776.0
4833,NEWMAN MEMORIAL HOSPITAL,905 MAIN STREET,SHATTUCK,OK,73858-,ELLIS,R,43.78,560,25,"9,125",112,"9,383",25,"9,125",112,326.0,25.0,9125.0,112.0,15023.0,578712.0,616059.0,764552.0,2567357.0,5500578.0,430602.0,6545175.0,1128229.0,5512841.0,6641070.0,0,0,0,0,0,0,1233536.0,0,0,870601.0,0,127724.0,29673.0,350535.0,2793181.0,0.0,813374.0,294294.0,1107668.0,11103800.0,5508486.0,123178.0,0,250998.0,0,8158.0,5890820.0,0,4825678.0,0,0,4825678.0,10716498.0,387302.0,387302.0,11103800.0,0,0,1206606.0,6827564.0,8034170.0,6017241.0,8646647.0,-2629406.0,934905.0,-1694501.0,0,-1694501.0,0.99,274656.0,467538.0
4834,EPHRATA COMMUNITY HOSPITAL,169 MARTIN AVENUE,EPHRATA,PA,17522-1022,LANCASTER,U,848.88,"19,504",115,"42,090","5,012","27,405",141,"51,606","5,286",13377.0,91.0,33306.0,5012.0,959464.0,14070198.0,4410087.0,12443740.0,61111616.0,166267163.0,10162845.0,167598991.0,269530750.0,491241434.0,760772184.0,22780682.0,0,61111616.0,1004770.0,0,0,5272671.0,0,794000.0,23144000.0,0,3336000.0,135000.0,0,33861671.0,0.0,6308000.0,5384000.0,11692000.0,154782000.0,4064000.0,6772000.0,0,3587000.0,0,28744000.0,43167000.0,0,0,0,67580000.0,67580000.0,110747000.0,44035000.0,44035000.0,154782000.0,8608976.0,0,269530750.0,491241435.0,760772185.0,217873660.0,227378779.0,-9505119.0,7445157.0,-2059962.0,0,-2059962.0,0.22,9495076.0,84986154.0
4835,INTRACARE NORTH HOSPITAL,1120 CYPRESS STATTION,HOUSTON,TX,77090,HARRIS,U,"17,499.00","19,738",90,"32,850","2,296","19,738",90,"32,850","2,296",19738.0,90.0,32850.0,2296.0,0,0,0,0,8331215.0,9360335.0,589312.0,18332071.0,21540110.0,14691943.0,36232053.0,0,0,8331215.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21540110.0,14691943.0,36232053.0,15550170.0,17691550.0,-2141380.0,1555629.0,-585751.0,0,-585751.0,,0,0
4836,CASCADE MEDICAL CENTER,817 COMMERCIAL STREET,LEAVENWORTH,WA,98826-,CHELAN,R,97.95,"1,458",9,"3,285",66,"32,997",9,"3,285",66,181.0,9.0,3285.0,66.0,168831.0,576665.0,612964.0,1617845.0,10595518.0,9572366.0,1287519.0,18951526.0,4410387.0,19009544.0,23419931.0,0,0,0,0,0,0,3044038.0,0,0,5092764.0,-1958422.0,236535.0,163440.0,3801179.0,11162236.0,0.0,0,86498.0,86498.0,21676951.0,417707.0,1412681.0,0,0,1796512.0,1672804.0,5299704.0,0,12449165.0,0,0,12449165.0,17748869.0,3928082.0,3928082.0,21676951.0,0,0,4425048.0,21695233.0,26120281.0,18171251.0,20167884.0,-1996633.0,2931009.0,934376.0,0,934376.0,0.81,1943189.0,3643168.0
4837,WASHAKIE MEDICAL CENTER,400 SOUTH 15TH STREET,WORLAND,WY,82401,WASHAKIE,R,106.09,"2,140",18,"6,570",439,"2,140",18,"6,570",439,1346.0,18.0,6570.0,439.0,771738.0,958549.0,1269297.0,1922512.0,8006117.0,17593507.0,1938868.0,22165833.0,8969510.0,29311294.0,38280804.0,0,0,0,0,0,0,135104.0,0,0,7237686.0,-3414458.0,727342.0,169647.0,0,6059124.0,0.0,0,31635.0,31635.0,33698275.0,511214.0,640198.0,0,0,0,1910419.0,3061831.0,0,0,0,23588632.0,23588632.0,26650463.0,7047812.0,7047812.0,33698275.0,0,0,10167964.0,32181605.0,42349569.0,26203544.0,25599624.0,603920.0,73495.0,677415.0,0,677415.0,0.58,747797.0,3097339.0
4838,BAPTIST HEALTH EXTENDED CARE,9601 BAPTIST HEALTH DRIVE,LITTLE ROCK,AR,72205-7299,PULASKI,U,100.35,"9,327",73,"26,645",328,"9,372",73,"26,645",328,9327.0,73.0,26645.0,328.0,0,0,0,0,6092595.0,8158875.0,54106.0,16142785.0,65420838.0,1000.0,65421838.0,0,0,0,0,0,0,0,0,0,11204772.0,-8562024.0,46989.0,0,0,7389700.0,0.0,0,0,0,8502613.0,28890.0,0,19705.0,0,0,282866.0,331826.0,0,0,0,0,0,331826.0,8170787.0,8170787.0,8502613.0,0,0,65827642.0,1000.0,65828642.0,16862450.0,16408903.0,453547.0,600.0,454147.0,2.0,454145.0,,0,0
4839,ALFRED I DUPONT HOSP FOR CHILDREN,1600 ROCKLAND ROAD,WILMINGTON,DE,19899,NEW CASTLE,U,"3,372.28","53,115",208,"75,920","8,281","53,115",208,"75,920","8,281",26615.0,114.0,41610.0,8281.0,0,0,0,0,370744128.0,454229148.0,65123014.0,469341647.0,801707948.0,536439386.0,1338147334.0,0,0,0,0,0,0,2550.0,0,0,99425278.0,0,4552448.0,3633536.0,0,121532175.0,0.0,22655189.0,150974.0,22806163.0,711916001.0,24567795.0,19686477.0,0,0,67640.0,2109518.0,46431430.0,0,0,0,11848347.0,11848347.0,58279777.0,653636224.0,653636224.0,711916001.0,0,0,801707951.0,536439383.0,1338147334.0,599593576.0,492425834.0,107167742.0,12816977.0,119984719.0,86836062.0,33148657.0,,0,0
4840,COMMUNITY HOSPT. OF LAGRANGE CTY IN,207 NORTH TOWNLINE ROAD,LAGRANGE,IN,46761-1325,LAGRANGE,R,175.10,"2,894",25,"9,125",971,"2,894",25,"9,125",971,2115.0,25.0,9125.0,971.0,4229.0,5543511.0,1533841.0,3847691.0,8616269.0,28330267.0,1740124.0,29716719.0,20477786.0,91802239.0,112280025.0,0,0,0,0,0,0,180154.0,0,0,5481994.0,0,369606.0,77228.0,0,2764268.0,0.0,0,5011241.0,5011241.0,22831072.0,889172.0,628779.0,0,950000.0,0,610347.0,3078298.0,0,0,0,15214003.0,15214003.0,18292301.0,4538771.0,4538771.0,22831072.0,0,0,20877912.0,97664723.0,118542635.0,42734234.0,42897717.0,-163483.0,853041.0,689558.0,0,689558.0,0.26,833278.0,8116189.0
4841,BEACON BEH HOSP NORTHSHORE,64026 HIGHWAY 434  SUITE 300,LACOMBE,LA,70445,ST. TAMMANY PARISH,U,110.00,"5,940",22,"8,030",577,"5,940",22,"8,030",577,5940.0,22.0,8030.0,577.0,0,0,0,0,1866400.0,2802927.0,34942.0,4155460.0,8893725.0,1121271.0,10014996.0,0,0,0,0,0,0,1500.0,0,0,626335.0,-198568.0,0,35441.0,0,1116438.0,0.0,0,0,0,2413785.0,229.0,92165.0,4961.0,0,0,0,97355.0,0,0,0,0,0,97355.0,2316430.0,2316430.0,2413785.0,0,0,8893725.0,1121271.0,10014996.0,4969263.0,4669327.0,299936.0,0,299936.0,0,299936.0,,0,0
4842,BEACON BEHAVIORAL HOSP CENTRAL,323 EVERGREEN STREET,BUNKIE,LA,71322,AVOYELLES PARISH,R,62.00,"5,755",18,"6,570",767,"5,755",18,"6,570",767,5755.0,18.0,6570.0,767.0,0,0,0,0,1300958.0,1991674.0,25859.0,3020596.0,8592750.0,0,8592750.0,0,0,0,0,0,0,1500.0,0,0,435383.0,-139628.0,0,32000.0,0,329255.0,0.0,0,0,0,1108992.0,0,68593.0,0,0,0,0,538617.0,0,0,0,0,0,538617.0,570375.0,570375.0,1108992.0,0,0,8592750.0,0,8592750.0,3626838.0,3292632.0,334206.0,0,334206.0,0,334206.0,,0,0
4843,ANNE ARUNDEL MEDICAL CENTER INC.,2001 MEDICAL PARKWAY,ANNAPOLIS,MD,21401,ANNE ARUNDEL,U,"2,920.06","103,666",379,"138,714","23,011","103,666",379,"138,714","23,011",82632.0,329.0,120414.0,23011.0,587983.0,16469478.0,52252729.0,52252729.0,225875048.0,352654667.0,27834663.0,492339334.0,319863586.0,320499421.0,640363007.0,39283957.0,0,233852537.0,4879851.0,529380.0,128954.0,80459000.0,912000.0,0,68164000.0,0,15677000.0,7653000.0,12382000.0,185747000.0,0.0,317410000.0,166884000.0,484294000.0,992420000.0,24219000.0,18831000.0,0,7428000.0,120479000.0,18795000.0,202032000.0,290254000.0,0,0,145547000.0,435801000.0,637833000.0,354587000.0,354587000.0,992420000.0,0,1677051.0,319863584.0,336825706.0,656689290.0,557942644.0,578529715.0,-20587071.0,38937943.0,18350872.0,71858712.0,-53507840.0,0.77,57523538.0,71450486.0
4844,MEMORIAL HOSPITAL AT GULFPORT,BROAD STREET,GULFPORT,MS,39502-,HARRISON,U,"3,153.23","69,676",281,"102,565","16,339","84,773",432,"120,987","16,339",57117.0,232.0,84680.0,16339.0,6873181.0,153666080.0,24361703.0,24361703.0,237415505.0,313293706.0,24466106.0,416772658.0,2012783689.0,1829559349.0,3842343038.0,42370955.0,0,237415505.0,0,0,0,37946906.0,0,0,122398292.0,0,10266618.0,871350.0,0,171483166.0,0.0,103444360.0,14731861.0,118176221.0,452938202.0,105181255.0,0,0,0,0,0,105181255.0,0,48052205.0,0,0,48052205.0,153233460.0,299704742.0,299704742.0,452938202.0,0,0,2577766901.0,1662492641.0,4240259542.0,508353213.0,550709211.0,-42355998.0,54584466.0,12228468.0,0,12228468.0,0.11,70980734.0,371163094.0
4845,KENMORE MERCY HOSPITAL,2950 ELMWOOD AVENUE,KENMORE,NY,14217,ERIE,U,850.30,"25,776",164,"59,860","6,660","81,848",344,"125,560","6,982",22982.0,148.0,54020.0,6660.0,1515135.0,3268076.0,3436567.0,9263289.0,74225673.0,102946689.0,6966340.0,161195381.0,229899982.0,147965761.0,377865743.0,12780639.0,0,74303422.0,510236.0,47767.0,0,58422847.0,0,0,20907465.0,-3365892.0,2538271.0,215011.0,20093.0,79308675.0,0.0,19698007.0,16929453.0,38083953.0,178026534.0,10665572.0,6825936.0,0,2363940.0,0,23595454.0,43450902.0,32957689.0,0,0,57234301.0,90191990.0,133642892.0,44383642.0,44383642.0,178026534.0,0,0,229899982.0,147965761.0,377865743.0,168593090.0,177172362.0,-8579272.0,6980281.0,-1598991.0,0,-1598991.0,0.43,22647407.0,65818889.0
4846,GOUVERNEUR HOSPITAL,77 WEST BARNEY STREET,GOUVERNEUR,NY,13642,ST. LAWRENCE,R,159.50,"5,392",25,"9,125",760,"10,898",25,"9,125",760,2692.0,25.0,9125.0,760.0,20790.0,1255796.0,661753.0,2407109.0,9633271.0,13544610.0,1137120.0,21307745.0,9332354.0,36932882.0,46265236.0,0,0,0,0,0,0,2255749.0,51987.0,0,4219006.0,-933870.0,445053.0,108231.0,409819.0,6572825.0,0.0,0,2174992.0,2174992.0,16154875.0,2747444.0,763976.0,0,332934.0,0,1029364.0,4873718.0,3904306.0,0,0,0,3904306.0,8778024.0,7376851.0,7376851.0,16154875.0,0,0,9325838.0,40846011.0,50171849.0,22575814.0,23177881.0,-602067.0,2929511.0,2327444.0,-262736.0,2590180.0,0.46,5153814.0,15401145.0
4847,CLEVELAND AREA HOSPITAL,1401 W PAWNEE,CLEVELAND,OK,74020,PAWNEE,R,127.16,"2,926",14,"5,110",70,"15,626",14,"5,110",70,196.0,14.0,5110.0,70.0,0,2978100.0,1552412.0,2668094.0,9483844.0,8473817.0,472828.0,15169127.0,6594212.0,21979776.0,28573988.0,0,0,0,0,0,0,342067.0,0,0,10408801.0,-8424871.0,172020.0,80720.0,0,2578737.0,0.0,0,0,0,3869719.0,774525.0,1332208.0,0,141009.0,0,598885.0,2846627.0,1125835.0,10541.0,0,674216.0,1810592.0,4657219.0,-787500.0,-787500.0,3869719.0,0,0,6594212.0,23179590.0,29773802.0,17200245.0,17957661.0,-757416.0,-164662.0,-922078.0,0,-922078.0,0.53,1052862.0,5359688.0
4848,TYLER CONTINUECARE HOSPITAL,800 E. DAWSON 4TH FLOOR,TYLER,TX,75701,SMITH,U,104.25,"12,665",51,"18,615",518,"12,665",51,"18,615",518,12665.0,51.0,18615.0,518.0,0,0,0,0,7406795.0,13458330.0,153392.0,17098844.0,105234810.0,0,105234810.0,0,0,0,0,0,0,1159349.0,0,0,23668643.0,-19087686.0,190119.0,176614.0,0,6107039.0,0.0,0,0,0,6876478.0,2112695.0,765152.0,0,0,0,-17927.0,2859920.0,0,-285153.0,0,90626.0,-194527.0,2665393.0,4211085.0,4211085.0,6876478.0,0,0,105234811.0,0,105234811.0,19216232.0,20865125.0,-1648893.0,141.0,-1648752.0,-1.0,-1648751.0,,0,0
4849,ADVENTIST HEALTH BAKERSFIELD,2615 CHESTER AVENUE,BAKERSFIELD,CA,93303-2615,KERN,U,"1,401.86","63,242",254,"92,710","16,867","63,242",254,"92,710","16,867",49622.0,211.0,77015.0,16867.0,227072.0,12993567.0,2877204.0,2877204.0,127185827.0,283658303.0,506769.0,331516667.0,1207468718.0,904174768.0,2111643486.0,33291232.0,0,127142830.0,0,0,0,143807603.0,0,31288.0,345070997.0,-290153300.0,7388239.0,1303776.0,0,262086835.0,0.0,0,287182.0,287182.0,405844688.0,18160073.0,16457026.0,0,-1.0,15794436.0,2365853.0,81233709.0,0,79920595.0,0,3499978.0,83420573.0,164654282.0,241190406.0,241190406.0,405844688.0,34930302.0,0,1214815805.0,927817447.0,2142633252.0,426711876.0,410844130.0,15867746.0,11117492.0,26985238.0,0,26985238.0,0.16,60478423.0,508322926.0
4850,SSH - MIAMI LAKES,14001 NW 82ND AVENUE,MIAMI LAKES,FL,33016,MIAMI-DADE,U,172.74,"18,593",60,"21,840",578,"18,593",60,"21,840",578,18593.0,60.0,21840.0,578.0,0,0,0,0,12207348.0,14683918.0,1116771.0,27557074.0,111175887.0,303422.0,111479309.0,0,0,12207348.0,0,0,0,0,0,0,6209188.0,0,0,42014.0,159264.0,6410466.0,0.0,0,17333874.0,-10184438.0,12397345.0,562694.0,1072468.0,0,0,0,31804.0,1317513.0,0,0,0,8984502.0,8984502.0,10302015.0,2095330.0,2095330.0,12397345.0,0,0,111479310.0,0,111479310.0,29068713.0,27071972.0,1996741.0,96821.0,2093562.0,-1768.0,2095330.0,,0,0
4851,WARM SPRINGS MEDICAL CENTER,5995 SPRING STREET,WARM SPRINGS,GA,31830,MERIWETHER,R,110.99,"5,196",25,"9,125",128,"32,728",104,"37,960",128,467.0,25.0,9125.0,128.0,109038.0,2028697.0,1367013.0,1966394.0,6709614.0,8320858.0,194836.0,14329975.0,11953845.0,10585830.0,22539675.0,0,0,0,0,0,0,1352048.0,0,0,3225586.0,-1255815.0,271583.0,173518.0,0,3766920.0,0.0,0,0,0,5450875.0,2389416.0,45299.0,0,700000.0,0,124525.0,3259240.0,0,0,0,1166062.0,1166062.0,4425302.0,1025573.0,1025573.0,5450875.0,0,0,12030008.0,10453738.0,22483746.0,15527024.0,15030472.0,496552.0,146789.0,643341.0,0,643341.0,0.64,386423.0,1707220.0
4852,SHEPHERD CENTER,2020 PEACHTREE RD NW,ATLANTA,GA,30309-1465,FULTON,U,"1,385.37","48,929",152,"55,632",850,"48,929",152,"55,632",850,48929.0,152.0,55632.0,850.0,0,0,0,0,111890470.0,154207637.0,9918936.0,210928480.0,336391403.0,224828255.0,561219658.0,0,0,0,0,0,0,33657460.0,0,0,97075124.0,0,0,0,12680720.0,144920957.0,0.0,261716960.0,19586332.0,281303292.0,563514829.0,9056617.0,20480290.0,0,0,1965004.0,0,31501911.0,0,0,0,53373188.0,53373188.0,84875099.0,478639730.0,478639730.0,563514829.0,0,0,343001782.0,236615453.0,579617235.0,266281923.0,270328140.0,-4046217.0,28949389.0,24903172.0,0,24903172.0,,0,0
4853,CONDELL MEDICAL CENTER,900 GARFIELD AVE,LIBERTYVILLE,IL,60648-,LAKE,U,"1,481.70","69,744",273,"99,645","15,577","69,744",273,"99,645","15,577",63346.0,256.0,93440.0,15577.0,10025509.0,20764619.0,17354753.0,18931048.0,108753245.0,220348641.0,24403779.0,300654650.0,820848102.0,706329328.0,1527177430.0,26852197.0,0,108753245.0,699169.0,0,0,449712000.0,106529000.0,0,1620938000.0,0,0,0,637826000.0,2815005000.0,0.0,9140565000.0,1075876000.0,10216441000.0,18933369000.0,1863035000.0,0,0,77957000.0,0,767958000.0,2708950000.0,2729366000.0,0,0,1796389000.0,4525755000.0,7234705000.0,11698664000.0,11698664000.0,18933369000.0,0,0,820848102.0,706329328.0,1527177430.0,363674349.0,329101886.0,34572463.0,4184419.0,38756882.0,639793.0,38117089.0,0.2,35617543.0,188926838.0
4854,UNION COUNTY HOSPITAL DISTRICT,517 NORTH MAIN STREET,ANNA,IL,62906,UNION,R,121.81,"2,315",25,"9,125",470,"16,132",47,"17,155",470,1597.0,25.0,9125.0,470.0,242093.0,2574458.0,984107.0,1326292.0,8307924.0,13656363.0,1171975.0,18607483.0,10654801.0,66562043.0,77216844.0,0,0,0,0,0,0,16301.0,0,0,6632714.0,-1811591.0,411842.0,231667.0,11314.0,5492247.0,0.0,0,1278819.0,1534087.0,15911107.0,1357063.0,629501.0,0,0,0,97016.0,-8652787.0,0,0,0,256095.0,256095.0,-8396692.0,24307799.0,24307799.0,15911107.0,0,0,10654801.0,66562043.0,77216844.0,22173397.0,21964287.0,209110.0,552380.0,761490.0,0,761490.0,0.24,2029980.0,20354650.0
4855,HOLTON COMMUNITY HOSPITAL,1110 COLUMBINE DRIVE,HOLTON,KS,66436,JACKSON,U,114.62,"1,415",12,"4,392",182,"19,757",12,"4,392",182,512.0,12.0,4392.0,182.0,9457.0,466474.0,282168.0,762558.0,8600068.0,10417396.0,625870.0,16536136.0,3050475.0,26085589.0,29136064.0,0,0,0,0,0,0,2002865.0,0,0,2497162.0,0,0,148222.0,233065.0,5005692.0,0.0,0,12416356.0,12416356.0,25225303.0,1456519.0,0,0,43429.0,91344.0,909586.0,2713364.0,0,0,0,16216187.0,16216187.0,18929551.0,6295752.0,6295752.0,25225303.0,0,0,3107905.0,28493207.0,31601112.0,18173164.0,19017464.0,-844300.0,2055319.0,1211019.0,0,1211019.0,0.57,525731.0,1772748.0
4856,JENNINGS SENIOR CARE HOSPITAL  LLC,1 HOSPITAL DRIVE,JENNINGS,LA,70546,JEFFRSON DAVIS PARISH,R,68.00,"5,207",16,"5,840",311,"5,207",16,"5,840",311,5207.0,16.0,5840.0,311.0,0,0,0,0,2645994.0,3128518.0,87036.0,6715672.0,5903098.0,12792525.0,18695623.0,0,0,2645994.0,0,0,0,26864.0,0,0,1293215.0,0,0,6746.0,0,1326825.0,0.0,0,0,0,1867340.0,24854.0,0,0,0,0,-9845228.0,-9820374.0,0,329174.0,0,0,329174.0,-9491200.0,11358540.0,11358540.0,1867340.0,0,0,5889098.0,12806525.0,18695623.0,8948281.0,5774512.0,3173769.0,18252.0,3192021.0,21547.0,3170474.0,,0,0
4857,HEALTHALLIANCE-CLINTON,60 HOSPITAL ROAD,LEOMINSTER,MA,01453,WORCESTER,U,"1,010.25","29,530",125,"45,625","7,390","36,219",145,"52,925","7,857",24849.0,115.0,41975.0,7390.0,1762066.0,9868651.0,5172807.0,5172807.0,83988380.0,126174262.0,16297966.0,178748685.0,207813096.0,426530487.0,634343583.0,19737742.0,0,83988380.0,1902101.0,0,0,6004645.0,12491848.0,0,45123533.0,-30740592.0,3892654.0,0,1329238.0,13977463.0,0.0,82407206.0,5814509.0,88221715.0,232856442.0,8540172.0,7828132.0,16272.0,1220450.0,0,751605.0,18461516.0,0,53571.0,0,59235331.0,59288902.0,77750418.0,126239564.0,155106024.0,232856442.0,15040629.0,871613.0,207813096.0,426530487.0,634343583.0,187480933.0,210162642.0,-22681709.0,14465614.0,-8216095.0,0,-8216095.0,0.28,30893481.0,123226856.0
4858,SULLIVAN COUNTY MEMORIAL HOSPITAL,630 WEST THIRD STREET,MILAN,MO,63556-,SULLIVAN,R,67.95,"3,450",16,"5,840",132,"16,980",16,"5,840",132,358.0,16.0,5840.0,132.0,21501.0,526362.0,374498.0,374498.0,3810577.0,5063754.0,224596.0,8054085.0,2048417.0,9806114.0,11854531.0,0,0,0,0,0,0,263285.0,1570.0,0,1270461.0,-734356.0,93332.0,50575.0,0,2012635.0,0.0,453195.0,9895.0,463090.0,3501421.0,448901.0,248225.0,0,120812.0,413240.0,61389.0,1772567.0,0,411091.0,0,1292804.0,1703895.0,3476462.0,24959.0,24959.0,3501421.0,0,0,2686387.0,10029401.0,12715788.0,7795603.0,8874331.0,-1078728.0,1405175.0,326447.0,0,326447.0,0.68,509892.0,1000800.0
4859,SAINT FRANCIS MEMORIAL HOSPITAL,430 NORTH MONITOR STREET,WEST POINT,NE,68788,DODGE,R,151.77,"2,296",25,"9,125",317,"27,872",25,"9,125",317,1099.0,25.0,9125.0,317.0,88650.0,820744.0,682924.0,982416.0,16367649.0,17459151.0,3281345.0,30521008.0,8408548.0,38513404.0,46921952.0,0,0,0,0,0,0,5318017.0,0,0,7370999.0,-2807786.0,719660.0,532791.0,499358.0,11633039.0,0.0,34038821.0,2353695.0,36392516.0,70282352.0,1635967.0,2443816.0,0,718463.0,0,516807.0,5315053.0,0,7003397.0,0,665087.0,7668484.0,12983537.0,57298815.0,57298815.0,70282352.0,0,0,8408549.0,39707191.0,48115740.0,35020824.0,33826800.0,1194024.0,4534252.0,5728276.0,0,5728276.0,0.65,793227.0,1679909.0
4860,RENOWN REGIONAL MEDICAL CENTER,1155 MILL STREET,RENO,NV,89502,WASHOE,U,"3,358.12","176,662",643,"235,338","30,860","216,579",643,"235,338","30,860",89645.0,348.0,127368.0,30860.0,18306906.0,63236836.0,32024699.0,111565299.0,234882243.0,566898121.0,40451593.0,719817380.0,2028726770.0,1565475686.0,3594202456.0,54163902.0,0,234882243.0,50701060.0,0,0,102415177.0,0,0,362127882.0,-235602090.0,27682145.0,3479954.0,0,261284006.0,0.0,0,303384939.0,303384939.0,920238118.0,18371915.0,20414165.0,0,11528738.0,569514.0,60329369.0,258310329.0,385962759.0,0,0,68308116.0,454270875.0,712581204.0,207656914.0,207656914.0,920238118.0,36541810.0,3971986.0,2029911555.0,1575254770.0,3605166325.0,804857147.0,801780364.0,3076783.0,16642018.0,19718801.0,0,19718801.0,0.2,77475734.0,806178408.0
4861,NEWTON MEDICAL CENTER,175 HIGH ST,NEWTON,NJ,07860,SUSSEX,U,947.61,"35,413",130,"47,450","8,083","39,921",146,"53,290","8,560",31886.0,120.0,43800.0,8083.0,689030.0,661188.0,920446.0,4837086.0,93575330.0,90644961.0,10730631.0,157567996.0,790116337.0,627081322.0,1417197659.0,15835159.0,68695.0,93575330.0,539101.0,92247.0,0,655999180.0,0,0,71337423.0,-50823958.0,1734973.0,212545.0,0,60901656.0,0.0,0,14098878.0,14098878.0,142064907.0,5628019.0,1811288.0,0,0,0,7732647.0,15171954.0,0,0,0,0,0,15171954.0,126892953.0,126892953.0,142064907.0,9434916.0,0,805442363.0,638548899.0,1443991262.0,167793102.0,169478610.0,-1685508.0,2786966.0,1101458.0,0,1101458.0,0.11,10729811.0,123168818.0
